;Atlasova;Shumshu;Paramushir;Antciferova;Makanrushi;Onekotan;Kharimkotan;Chirinkotan;Ekarma;Shiashkotan;Raykoke;Matua;Rashua;Ushishir;Ketoy;Simushir;Broutona;Chirpoy;Brat.Chirpoev;Urup;Iturup;Kunashir;Shikotan;Polonskogo;Zeleny;Tanfileva;Yuriy;Demina;Storozhevoy;Anuchina
Menziesia.pentandra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Moneses.uniflora;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monotropa.hypopitys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Monotropa.uniflora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Monotropastrum.humile;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Orthilia.secunda;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Oxycoccus.microcarpus;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0
Oxycoccus.palustris;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0
Phyllodoce.aleutica;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
Phyllodoce.caerulea;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Pieris.nana;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Pyrola.alpina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Pyrola.faurieana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Pyrola.japonica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Pyrola.minor;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Pyrola.nephrophylla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Pyrola.renifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Pyrola.rotundifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Pyrola.subaphylla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Rhododendron.aureum;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Rhododendron.brachycarpum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Rhododendron.camtschaticum;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Rhododendron.tschonoskii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Vaccinium.hirtum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Vaccinium.ovalifolium;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0
Vaccinium.praestans;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;1;0;1;1;1;0;0;0
Vaccinium.smallii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Vaccinium.uliginosum;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0
Vaccinium.vitis-idaea;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0
Vaccinium.vulcanorum;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Diapensia.obovata;0;1;1;0;1;1;0;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Androsace.lehmanniana;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
Cortusa.sachalinensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Glaux.maritima;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
Lysimachia.davurica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
Lysimachia.thyrsiflora;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0
Primula.cuneifolia;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0
Primula.fauriei;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;1;1;1;0;1
Primula.japonica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Primula.matsumurae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Primula.nutans;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Primula.tschuktschorum;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trientalis.europaea;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Tilia.maximowicziana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Euphorbia.sieboldiana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Daphne.jezoensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Hydrangea.paniculata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0
Hydrangea.petiolaris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Schizophragma.hydrangeoides;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Astilbe.thunbergii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Chrysosplenium.flagelliferum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Chrysosplenium.grayanum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Chrysosplenium.kamtschaticum;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0
Chrysosplenium.ramosum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Chrysosplenium.sibiricum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0
Micranthes.fusca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
Micranthes.insularis;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Micranthes.merkii;1;1;1;0;0;1;1;0;1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Micranthes.nelsoniana;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micranthes.porsildiana;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micranthes.purpurascens;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micranthes.sachalinensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
Saxifraga.bracteata;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1
Saxifraga.cherlerioides;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Saxifraga.fortunei;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Saxifraga.funstonii;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saxifraga.hyperborea;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saxifraga.rebunshirensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Crassula.aquatica;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Hylotelephium.erythrostictum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Hylotelephium.telephium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0
Hylotelephium.verticillatum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
Orostachys.boehmeri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Phedimus.aizoon;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Phedimus.kurilensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0
Rhodiola.integrifolia;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodiola.ishidae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Rhodiola.sachalinensis;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1
Ribes.latifolium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Ribes.sachalinense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Drosera.anglica;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Drosera.rotundifolia;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0
Agrimonia.viscidula;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;1
Aruncus.dioicus;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;0;1
Comarum.palustre;0;1;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0
Crataegus.chlorosarca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Dasiphora.fruticosa;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Dryas.ajanensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
Filipendula.camtschatica;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0
Filipendula.glaberrima;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
Fragaria.iinumae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Fragaria.yezoensis;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;0;1;0;1;0;0;0
Geum.aleppicum;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0
Geum.fauriei;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0
Malus.mandshurica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Micromeles.alnifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Padus.ssiori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Parageum.calthifolium;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Porentilla.dickinsii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Potentilla.cryptotaeniae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Potentilla.egedii;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1
Potentilla.fragarioides;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Potentilla.matsumurae;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0
Potentilla.megalantha;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;1
Potentilla.nivea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Potentilla.stolonifera;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;1
Potentilla.vulcanicola;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prunus.maximowiczii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Prunus.nipponica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Prunus.sargentii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Rosa.acicularis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Rosa.amblyotis;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Rosa.rugosa;1;1;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1
Rubus.arcticus;1;1;1;0;1;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Rubus.chamaemorus;0;1;1;0;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Rubus.mesogaeus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0
Rubus.parvifolius;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Rubus.pedatus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Rubus.phoenicolasius;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Rubus.pseudochamaemorus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Rubus.pseudojaponicus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Rubus.sachalinensis;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0
Rubus.stellatus;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sanguisorba.officinalis;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sanguisorba.stipulata;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Sanguisorba.tenuifolia;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1
Sibbaldia.miyabei;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0
Sibbaldia.procumbens;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sieversia.pentapetala;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0
Sorbaria.sorbifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0
Sorbus.commixta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Sorbus.sambucifolia;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0
Spiraea.beauverdiana;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0
Spiraea.betulifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0
Spiraea.media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Spiraea.salicifolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0
Waldsteinia.ternata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Amphicarpaea.edgeworthii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Astragalus.alpinus;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Astragalus.frigidus;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Astragalus.japonicus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Astragalus.kawakamii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Hedysarum.austrokurilense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Hedysarum.nonnae;1;1;1;0;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Lathyrus.humilis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lathyrus.japonicus;1;1;1;0;1;1;1;0;0;1;0;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;0;1
Lathyrus.pilosus;1;1;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;1;1;1;0;1;1;1;0;0;1
Lespedeza.bicolor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1
Oxytropis.exserta;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oxytropis.itoana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Oxytropis.megalantha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Oxytropis.pumilio;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oxytropis.retusa;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0
Oxytropis.revoluta;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oxytropis.rishiriensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Thermopsis.lanceolata;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;1;1;1;1;0;0;1
Trifolium.pacificum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0
Vicia.amoena;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Vicia.cracca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;1
Vicia.japonica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Vicia.nipponica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
Vicia.unijuga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;1
Lythrum.salicaria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0
Chamaenerion.angustifolium;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0
Chamaenerion.latifolium;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Circaea.alpina;1;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;1;0;0;0
Circaea.cordata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Epilobium.amurense;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0
Epilobium.anagallidifolium;1;1;1;0;0;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Epilobium.behringianum;1;1;1;0;1;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Epilobium.cephalostigma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
Epilobium.ciliatum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
Epilobium.fastigiatoramosum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Epilobium.fauriei;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0
Epilobium.glandulosum;1;1;1;0;1;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Epilobium.hornemannii;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
Epilobium.montanum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
